seqname	strand	gene_id	transcript_id	start	end	exons	length_DNA_level	length_transcript_level	1_bp_thresh	5_bp_thresh	10_bp_thresh	20_bp_thresh	35_bp_thresh	50_bp_thresh	100_bp_thresh	200_bp_thresh
1	-	BambuGene1351	BambuTx16	1065635	1069332	2	3697	223	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000078808	BambuTx17	1216911	1232001	3	15090	602	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000078808	BambuTx18	1216914	1232001	3	15087	589	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene5	BambuTx19	1268989	1272000	2	3011	788	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000162572	BambuTx18407	1287959	1292025	2	4066	125	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000169972	BambuTx20	1308573	1311677	7	3104	1216	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000169972	BambuTx18408	1308608	1311677	2	3069	299	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene7	BambuTx27143	1355603	1357875	2	2272	798	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000221978	BambuTx21	1386499	1399328	11	12829	4244	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene9	BambuTx10710	1386502	1386950	2	448	353	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000272455	BambuTx22	1408148	1410682	2	2534	2364	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000272455	BambuTx18409	1408343	1410684	2	2341	1554	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000235098	BambuTx23	1418420	1421308	2	2888	722	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000225905	BambuTx10711	1421415	1423287	2	1872	1177	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1353	BambuTx10712	1428718	1429822	2	1104	755	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1353	BambuTx10713	1428718	1429825	2	1107	597	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000225285	BambuTx24	1430158	1435561	2	5403	381	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000225285	BambuTx25	1430161	1433114	2	2953	850	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1355	BambuTx10714	1440770	1441970	2	1200	259	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000215915	BambuTx18410	1456112	1470157	2	14045	513	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000215915	BambuTx27144	1456121	1470163	7	14042	1347	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000284740	BambuTx26	1505121	1509466	2	4345	331	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000286989	BambuTx27	1600656	1602848	2	2192	825	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000197530	BambuTx18411	1615456	1630596	9	15140	1077	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000197530	BambuTx28	1615457	1617323	3	1866	527	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000268575	BambuTx27145	1674120	1737549	2	63429	1431	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene11	BambuTx18412	1692545	1694330	2	1785	755	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000008128	BambuTx29	1719298	1724326	4	5028	772	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000268575	BambuTx10715	1719298	1746035	5	26737	851	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000008128	BambuTx10716	1719395	1724424	5	5029	510	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227775	BambuTx30	1724467	1735573	2	11106	809	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227775	BambuTx18413	1724583	1728506	2	3923	448	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000227775	BambuTx27146	1724606	1736063	2	11457	351	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000268575	BambuTx18414	1727385	1737558	2	10173	2864	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227775	BambuTx27147	1728367	1731397	2	3030	2240	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000268575	BambuTx10717	1736863	1739619	4	2756	1591	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	-	ENSG00000008130	BambuTx31	1751235	1780109	12	28874	3243	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000008130	BambuTx32	1751235	1780136	11	28901	3113	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene13	BambuTx33	1785286	1785888	2	602	467	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000231050	BambuTx18415	1891207	1892716	2	1509	861	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	+	ENSG00000231050	BambuTx27148	1891528	1892726	2	1198	973	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000178821	BambuTx27149	1917590	1919520	2	1930	430	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000142609	BambuTx18416	1951071	1960134	5	9063	3498	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene15	BambuTx18417	1961991	1972881	2	10890	291	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000142609	BambuTx18418	1987962	2003836	5	15874	618	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000233542	BambuTx10718	2012041	2015590	3	3549	1042	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000233542	BambuTx27150	2013196	2015362	2	2166	1985	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000233542	BambuTx10719	2013216	2019181	2	5965	1815	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000233542	BambuTx34	2013986	2017314	3	3328	1707	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene17	BambuTx27151	2189792	2193248	2	3456	669	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1357	BambuTx35	2260106	2261948	2	1842	1773	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000269896	BambuTx36	2350414	2351843	2	1429	627	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000272420	BambuTx38	2363044	2385107	4	22063	1050	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000272420	BambuTx18419	2363044	2385104	4	22060	851	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000272420	BambuTx37	2363046	2385126	4	22080	1062	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
1	-	ENSG00000272420	BambuTx18420	2363046	2367708	2	4662	1441	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000116151	BambuTx18421	2363046	2388301	8	25255	896	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene19	BambuTx18422	2385059	2388508	2	3449	953	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene19	BambuTx39	2385181	2388508	2	3327	696	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	+	ENSG00000149527	BambuTx40	2412645	2426085	2	13440	451	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000142606	BambuTx27152	2590639	2611382	14	20743	1440	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1359	BambuTx10720	3055423	3056974	2	1551	490	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000177133	BambuTx18423	3059617	3062509	4	2892	616	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1361	BambuTx42	3161276	3167154	3	5878	648	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1361	BambuTx43	3161276	3167143	2	5867	939	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1361	BambuTx41	3161277	3161904	2	627	325	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1361	BambuTx44	3164192	3167156	2	2964	854	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1361	BambuTx18424	3164193	3167043	2	2850	785	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1364	BambuTx45	3210736	3212147	2	1411	782	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1364	BambuTx46	3210874	3212056	2	1182	415	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene21	BambuTx18425	3212281	3213250	2	969	283	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene23	BambuTx47	3257653	3258587	2	934	403	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx48	3312741	3313805	2	1064	965	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx49	3312741	3313835	3	1094	857	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx18426	3312741	3323499	4	10758	1163	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx18427	3312741	3323500	4	10759	1142	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx50	3312747	3323500	3	10753	1244	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx18428	3312747	3323499	2	10752	1041	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx18429	3312747	3323512	3	10765	1308	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx18430	3312747	3323547	3	10800	794	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287828	BambuTx18431	3318211	3323434	2	5223	411	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1366	BambuTx18432	3439154	3441738	4	2584	737	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1366	BambuTx27153	3439162	3441899	4	2737	772	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene25	BambuTx27154	3444185	3444671	2	486	396	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene25	BambuTx51	3444189	3444661	2	472	374	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1370	BambuTx52	3693701	3694816	2	1115	868	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000162592	BambuTx18433	3746490	3757217	7	10727	1360	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000235169	BambuTx53	3772655	3775978	3	3323	500	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene27	BambuTx18434	3780220	3781067	2	847	680	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene29	BambuTx54	3812086	3814020	2	1934	1407	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000169598	BambuTx10721	3857460	3885425	8	27965	1600	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000169598	BambuTx10722	3869645	3885429	4	15784	914	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000236423	BambuTx10723	3900437	3916596	4	16159	3235	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000236423	BambuTx55	3916739	3921142	2	4403	603	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000233304	BambuTx18435	3940636	3949866	2	9230	901	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000233304	BambuTx18436	3947998	3950076	2	2078	1213	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000284703	BambuTx10724	4012910	4014844	2	1934	708	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000284703	BambuTx56	4012921	4015723	3	2802	1586	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene31	BambuTx57	4017660	4093059	2	75399	545	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene31	BambuTx58	4017823	4057493	3	39670	1416	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1372	BambuTx18437	4648986	4650292	2	1306	1258	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1374	BambuTx59	4782718	4783791	2	1073	1014	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1374	BambuTx10725	4783351	4783791	2	440	363	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1376	BambuTx27155	5047692	5116015	2	68323	433	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	-	ENSG00000236948	BambuTx18438	5561708	5752437	5	190729	945	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000236948	BambuTx27156	5561708	5576925	3	15217	1772	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene35	BambuTx60	5581079	5586914	2	5835	2718	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1378	BambuTx10726	5685826	5686592	2	766	666	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000289893	BambuTx61	5766970	5771453	2	4483	1454	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000289893	BambuTx27157	5766970	5771468	2	4498	1464	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1380	BambuTx27158	5789421	5814320	2	24899	4522	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1382	BambuTx62	5852043	5861750	2	9707	1316	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene37	BambuTx18439	5895900	5897066	2	1166	542	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1384	BambuTx63	6100505	6101180	2	675	396	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene39	BambuTx10727	6150004	6176529	2	26525	2030	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000226944	BambuTx64	6204835	6209355	4	4520	632	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000226944	BambuTx65	6204839	6208741	2	3902	634	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000226944	BambuTx66	6204842	6209311	3	4469	805	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
1	+	ENSG00000158286	BambuTx10728	6208884	6220797	3	11913	1061	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000158286	BambuTx18440	6209412	6220805	9	11393	2755	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene41	BambuTx67	6264526	6281171	2	16645	234	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene43	BambuTx10729	6490645	6494743	2	4098	694	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1386	BambuTx27159	6566107	6568197	2	2090	1365	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000204859	BambuTx68	6579996	6589280	11	9284	2247	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000204859	BambuTx69	6579996	6589278	11	9282	2266	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1388	BambuTx27160	6838273	6864248	2	25975	3116	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene45	BambuTx10730	7122043	7126594	2	4551	1942	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1390	BambuTx27161	7180512	7180917	2	405	277	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000237402	BambuTx10731	7249489	7370270	2	120781	326	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000237402	BambuTx27162	7312887	7370265	3	57378	329	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	+	BambuGene47	BambuTx70	7550055	7552123	2	2068	1926	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
