P	24	%	
P	24.2	%	
P	24.4	%	
P	24.6	%	
P	24.8	%	
P	25	%	
P	25.2	%	
P	25.4	%	
P	25.6	%	
P	25.8	%	
P	26	%	
P	26.2	%	
P	26.4	%	
P	26.6	%	
P	26.8	%	
P	27	%	
P	27.2	%	
P	27.4	%	
P	27.6	%	
P	27.8	%	
P	28	%	
P	28.2	%	
P	28.4	%	
P	28.6	%	
P	28.8	%	
P	29	%	
P	29.2	%	
P	29.4	%	
P	29.6	%	
P	29.8	%	
P	30	%	
P	30.2	%	
P	30.4	%	
P	30.6	%	
P	30.8	%	
P	31	%	
P	31.2	%	
P	31.4	%	
P	31.6	%	
P	31.8	%	
P	32	%	
P	32.2	%	
P	32.4	%	
P	32.6	%	
P	32.8	%	
P	33	%	
P	33.2	%	
P	33.4	%	
P	33.6	%	
P	33.8	%	
P	34	%	
P	34.2	%	
P	34.4	%	
P	34.6	%	
P	34.8	%	
P	35	%	
P	35.2	%	
P	35.4	%	
P	35.6	%	
P	35.8	%	
P	36	%	
P	36.2	%	
P	36.4	%	
P	36.6	%	
P	36.8	%	
P	37	%	
P	37.2	%	
P	37.4	%	
P	37.6	%	
P	37.8	%	
P	38	%	
P	38.2	%	
P	38.4	%	
P	38.6	%	
P	38.8	%	
P	39	%	
P	39.2	%	
P	39.4	%	
P	39.6	%	
P	39.8	%	
P	40	%	
P	40.2	%	
P	40.4	%	
P	40.6	%	
P	40.8	%	
P	41	%	
P	41.2	%	
P	41.4	%	
P	41.6	%	
P	41.8	%	
P	42	%	
P	42.2	%	
P	42.4	%	
P	42.6	%	
P	42.8	%	
P	43	%	
P	43.2	%	
P	43.4	%	
P	43.6	%	
P	43.8	%	
P	44	%	
P	44.2	%	
P	44.4	%	
P	44.6	%	
P	44.8	%	
P	45	%	
P	45.2	%	
P	45.4	%	
P	45.6	%	
P	45.8	%	
P	46	%	
P	46.2	%	
P	46.4	%	
P	46.6	%	
P	46.8	%	
P	47	%	
P	47.2	%	
P	47.4	%	
P	47.6	%	
P	47.8	%	
P	48	%	
P	48.2	%	
P	48.4	%	
P	48.6	%	
P	48.8	%	
P	49	%	
P	49.2	%	
P	49.4	%	
P	49.6	%	
P	49.8	%	
P	50	%	
P	50.2	%	
P	50.4	%	
P	50.6	%	
P	50.8	%	
P	51	%	
P	51.2	%	
P	51.4	%	
P	51.6	%	
P	51.8	%	
P	52	%	
P	52.2	%	
P	52.4	%	
P	52.6	%	
P	52.8	%	
P	53	%	
P	53.2	%	
P	53.4	%	
P	53.6	%	
P	53.8	%	
P	54	%	
P	54.2	%	
P	54.4	%	
P	54.6	%	
P	54.8	%	
P	55	%	
P	55.2	%	
P	55.4	%	
P	55.6	%	
P	55.8	%	
P	56	%	
P	56.2	%	
P	56.4	%	
P	56.6	%	
P	56.8	%	
P	57	%	
P	57.2	%	
P	57.4	%	
P	57.6	%	
P	57.8	%	
P	58	%	
P	58.2	%	
P	58.4	%	
P	58.6	%	
P	58.8	%	
P	59	%	
P	59.2	%	
P	59.4	%	
P	59.6	%	
P	59.8	%	
P	60	%	
P	60.2	%	
P	60.4	%	
P	60.6	%	
P	60.8	%	
P	61	%	
P	61.2	%	
P	61.4	%	
P	61.6	%	
P	61.8	%	
P	62	%	
P	62.2	%	
P	62.4	%	
P	62.6	%	
P	62.8	%	
P	63	%	
P	63.2	%	
P	63.4	%	
P	63.6	%	
P	63.8	%	
P	64	%	
P	64.2	%	
P	64.4	%	
P	64.6	%	
P	64.8	%	
P	65	%	
P	65.2	%	
P	65.4	%	
P	65.6	%	
P	65.8	%	
P	66	%	
P	66.2	%	
P	66.4	%	
P	66.6	%	
P	66.8	%	
P	67	%	
P	67.2	%	
P	67.4	%	
P	67.6	%	
P	67.8	%	
P	68	%	
P	68.2	%	
P	68.4	%	
P	68.6	%	
P	68.8	%	
P	69	%	
P	69.2	%	
P	69.4	%	
P	69.6	%	
P	69.8	%	
P	70	%	
P	70.2	%	
P	70.4	%	
P	70.6	%	
P	70.8	%	
P	71	%	
P	71.2	%	
P	71.4	%	
P	71.6	%	
P	71.8	%	
P	72	%	
P	72.2	%	
P	72.4	%	
P	72.6	%	
P	72.8	%	
P	73	%	
P	73.2	%	
P	73.4	%	
P	73.6	%	
P	73.8	%	
P	74	%	
P	74.2	%	
P	74.4	%	
P	74.6	%	
P	74.8	%	
P	75	%	
P	75.2	%	
P	75.4	%	
P	75.6	%	
P	75.8	%	
P	76	%	
P	76.2	%	
P	76.4	%	
P	76.6	%	
P	76.8	%	
P	77	%	
P	77.2	%	
P	77.4	%	
P	77.6	%	
P	77.8	%	
P	78	%	
P	78.2	%	
P	78.4	%	
P	78.6	%	
P	78.8	%	
P	79	%	
P	79.2	%	
P	79.4	%	
P	79.6	%	
P	79.8	%	
P	80	%	
P	80.2	%	
P	80.4	%	
P	80.6	%	
P	80.8	%	
P	81	%	
P	81.2	%	
P	81.4	%	
P	81.6	%	
P	81.8	%	
P	82	%	
P	82.2	%	
P	82.4	%	
P	82.6	%	
P	82.8	%	
P	83	%	
P	83.2	%	
P	83.4	%	
P	83.6	%	
P	83.8	%	
P	84	%	
P	84.2	%	
P	84.4	%	
P	84.6	%	
P	84.8	%	
P	85	%	
P	85.2	%	
P	85.4	%	
P	85.6	%	
P	85.8	%	
P	86	%	
P	86.2	%	
P	86.4	%	
P	86.6	%	
P	86.8	%	
P	87	%	
P	87.2	%	
P	87.4	%	
P	87.6	%	
P	87.8	%	
P	88	%	
P	88.2	%	
P	88.4	%	
P	88.6	%	
P	88.8	%	
P	89	%	
P	89.2	%	
P	89.4	%	
P	89.6	%	
P	89.8	%	
P	90	%	
P	90.2	%	
P	90.4	%	
P	90.6	%	
P	90.8	%	
P	91	%	
P	91.2	%	
P	91.4	%	
P	91.6	%	
P	91.8	%	
P	92	%	
P	92.2	%	
P	92.4	%	
P	92.6	%	
P	92.8	%	
P	93	%	
P	93.2	%	
P	93.4	%	
P	93.6	%	
P	93.8	%	
P	94	%	
P	94.2	%	
P	94.4	%	
P	94.6	%	
P	94.8	%	
P	95	%	
P	95.2	%	
P	95.4	%	
P	95.6	%	
P	95.8	%	
P	96	%	
P	96.2	%	
P	96.4	%	
P	96.6	%	
P	96.8	%	
P	97	%	
P	97.2	%	
P	97.4	%	
P	97.6	%	
P	97.8	%	
P	98	%	
P	98.2	%	
P	98.4	%	
P	98.6	%	
P	98.8	%	
P	99	%	
P	99.2	%	
P	99.4	%	
P	99.6	%	
P	99.8	%	
P	100	%	
column Astrocyte Microglia Oligodendrocyte Neuron P-value Correlation RMSE %Completed 
1 0.258842306945439 0.00630521376440092 0.117850240202995 0.617002239087165 0.00203252032520329 0.236897153160876 1.00816449931488 8.333333 
2 0.255608995397907 0.0223481988715892 0.143585406414002 0.578457399316502 0 0.305538790055089 0.970293941410808 16.66667 
3 0.280388389254626 0.0153188151344811 0.139666414362531 0.564626381248362 0.00203252032520329 0.252258255167296 0.999758495684019 25 
4 0.239625042396147 0.0276966080116268 0.146588342121083 0.586090007471143 0 0.29262458692603 0.975492927143707 33.33333 
5 0.143059247671944 0.0279971256440781 0.7690059752812 0.059937651402778 0 0.447093108375422 0.999523907671552 41.66667 
6 0.262419165081951 0.017598145387376 0.142001621176253 0.57798106835442 0.00203252032520329 0.176017937113868 1.03546541849313 50 
7 0.270480364150225 0 0.240453326712812 0.489066309136964 0.00203252032520329 0.266503017821398 0.995252062022364 58.33333 
8 0.281878040465013 0.243817846496925 0.158746048431252 0.315558064606809 0.00406504065040647 0.1226534188712 1.04712595919416 66.66667 
9 0.440524669658481 0 0.13520631996308 0.424269010378439 0.00203252032520329 0.189416247204736 1.06276936297556 75 
10 0.256208534740257 0 0.298399094311468 0.445392370948275 0.00203252032520329 0.271871232452675 0.995819113802768 83.33333 
11 0.295839394445784 0 0.419679496277305 0.28448110927691 0 0.368625918997751 0.960517932927831 91.66667 
12 0.433650691541014 0 0.174363139509825 0.39198616894916 0.00203252032520329 0.234220760529293 1.03609367850101 100 
               Astrocyte   Microglia Oligodendrocyte     Neuron     P-value
sample_1131_CT 0.2588423 0.006305214       0.1178502 0.61700224 0.002032520
sample_1304_CT 0.2556090 0.022348199       0.1435854 0.57845740 0.000000000
sample_1271_CT 0.2803884 0.015318815       0.1396664 0.56462638 0.002032520
sample_5356_CT 0.2396250 0.027696608       0.1465883 0.58609001 0.000000000
sample_1163_CT 0.1430592 0.027997126       0.7690060 0.05993765 0.000000000
sample_1092_CT 0.2624192 0.017598145       0.1420016 0.57798107 0.002032520
sample_5292_AD 0.2704804 0.000000000       0.2404533 0.48906631 0.002032520
sample_1186_AD 0.2818780 0.243817846       0.1587460 0.31555806 0.004065041
sample_1291_AD 0.4405247 0.000000000       0.1352063 0.42426901 0.002032520
sample_579_AD  0.2562085 0.000000000       0.2983991 0.44539237 0.002032520
sample_1218_AD 0.2958394 0.000000000       0.4196795 0.28448111 0.000000000
sample_5295_AD 0.4336507 0.000000000       0.1743631 0.39198617 0.002032520
               Correlation      RMSE
sample_1131_CT   0.2368972 1.0081645
sample_1304_CT   0.3055388 0.9702939
sample_1271_CT   0.2522583 0.9997585
sample_5356_CT   0.2926246 0.9754929
sample_1163_CT   0.4470931 0.9995239
sample_1092_CT   0.1760179 1.0354654
sample_5292_AD   0.2665030 0.9952521
sample_1186_AD   0.1226534 1.0471260
sample_1291_AD   0.1894162 1.0627694
sample_579_AD    0.2718712 0.9958191
sample_1218_AD   0.3686259 0.9605179
sample_5295_AD   0.2342208 1.0360937
Suffix:  Results
All done.
